origin,destin,id,dist,passen,fare,ldist,lfare,ldistsq,concen,lpassen
"BOSTON, MA","NASHVILLE, TN",227,0.944,0.161,251,6.8501263,5.525453,46.92423,0.4959,5.081404
"BOSTON, MA","NEW ORLEANS, LA",228,1.368,0.428,163,7.221105,5.09375,52.14436,0.32650003,6.059123
"BOSTON, MA","NEW YORK, NY",229,0.185,6.883,145,5.220356,4.9767337,27.252117,0.4276,8.83681
"BOSTON, MA","NORFOLK, VA",230,0.468,0.18,192,6.1484685,5.2574954,37.803665,0.4571,5.192957
"BOSTON, MA","ORLANDO, FL",231,1.121,2.306,129,7.0219765,4.8598123,49.308155,0.59430003,7.74327
"BOSTON, MA","PHILADELPHIA, PA",232,0.28,1.602,207,5.6347895,5.332719,31.750853,0.78690004,7.3790083
"BOSTON, MA","PHOENIX, AZ",233,2.301,0.538,294,7.741099,5.68358,59.92461,0.39419997,6.2878585
"BOSTON, MA","PITTSBURGH, PA",234,0.496,0.641,237,6.206576,5.46806,38.521584,0.9435,6.4630294
"BOSTON, MA","PORTLAND, OR",235,2.541,0.225,398,7.840313,5.986452,61.47051,0.315,5.4161005
"BOSTON, MA","RALEIGH/DURHAM, NC",236,0.612,0.746,146,6.4167323,4.983607,41.174454,0.585,6.6147256
"BOSTON, MA","RICHMOND, VA",237,0.474,0.233,222,6.161207,5.4026775,37.960476,0.65970004,5.4510384
"BOSTON, MA","ROCHESTER, NY",238,0.343,0.334,172,5.8377304,5.1474943,34.079098,0.72290003,5.811141
"BOSTON, MA","SACRAMENTO, CA",239,2.642,0.118,407,7.8792915,6.0088134,62.083237,0.4413,4.7706847
"BOSTON, MA","SALT LAKE CITY, UT",240,2.106,0.309,300,7.652546,5.7037826,58.56146,0.6394,5.733341
"BOSTON, MA","SAN DIEGO, CA",241,2.588,0.463,352,7.8586407,5.8636312,61.758232,0.4025,6.1377273
"BOSTON, MA","SAN FRANCISCO, CA",242,2.704,1.815,488,7.9024873,6.1903152,62.449306,0.4996,7.503841
"BOSTON, MA","SAN JOSE, CA",243,2.689,0.601,522,7.8969245,6.2576675,62.361416,0.70949996,6.398595
"BOSTON, MA","SANTA ANA, CA",244,2.592,0.177,410,7.860185,6.016157,61.78251,0.26229998,5.17615
"BOSTON, MA","SARASOTA, FL",245,1.222,0.121,153,7.108244,5.030438,50.52713,0.4363,4.7957907
"BOSTON, MA","SEATTLE, WA",246,2.497,0.5,363,7.8228455,5.894403,61.19691,0.28170002,6.214608
"BOSTON, MA","ST. LOUIS, MO",247,1.046,0.319,370,6.9527287,5.913503,48.34044,0.7421,5.765191
"BOSTON, MA","TAMPA, FL",248,1.185,1.224,133,7.077498,4.890349,50.090977,0.5312,7.1098795
"BOSTON, MA","WASHINGTON, DC",249,0.406,3.625,152,6.0063534,5.0238805,36.076283,0.60040003,8.195609
"BOSTON, MA","WEST PALM BEACH, FL",250,1.197,0.863,153,7.0875735,5.030438,50.2337,0.5532,6.7604146
"BUFFALO, NY","CHICAGO, IL",251,0.473,0.537,120,6.1590953,4.787492,37.934456,0.4105,6.285998
"BUFFALO, NY","FT. LAUDERDALE, FL",252,1.167,0.304,115,7.0621915,4.744932,49.87455,0.357,5.7170277
"BUFFALO, NY","LAS VEGAS, NV",253,1.989,0.32,166,7.5953875,5.1119876,57.68991,0.5058,5.768321
"BUFFALO, NY","NEW YORK, NY",254,0.292,2.022,96,5.676754,4.564348,32.225536,0.4271,7.6118426
"BUFFALO, NY","ORLANDO, FL",255,1.011,0.7,107,6.9186954,4.6728287,47.868347,0.3646,6.55108
"BUFFALO, NY","PHILADELPHIA, PA",256,0.279,0.161,255,5.6312118,5.5412636,31.710546,0.95879996,5.081404
"BUFFALO, NY","TAMPA, FL",257,1.055,0.395,107,6.961296,4.6728287,48.459644,0.42049998,5.9788857
"BUFFALO, NY","WASHINGTON, DC",258,0.296,0.12,169,5.6903596,5.1298985,32.38019,0.9004,4.787492
"BURBANK, CA","DENVER, CO",259,0.851,0.123,233,6.7464123,5.4510384,45.51408,0.86800003,4.8121843
"BURBANK, CA","LAS VEGAS, NV",260,0.223,1.823,71,5.4071717,4.26268,29.237507,0.9994,7.508239
"BURBANK, CA","OAKLAND, CA",261,0.325,2.426,83,5.7838254,4.4188404,33.452637,0.9939,7.793999
"BURBANK, CA","PHOENIX, AZ",262,0.369,1.254,66,5.9107966,4.189655,34.937515,0.634,7.1340938
"BURBANK, CA","PORTLAND, OR",263,0.817,0.44,136,6.705639,4.912655,44.96559,0.7399,6.086775
"BURBANK, CA","RENO, NV",264,0.374,0.185,95,5.924256,4.553877,35.096806,0.92480004,5.220356
"BURBANK, CA","SACRAMENTO, CA",265,0.358,1.62,81,5.880533,4.394449,34.58067,0.9834,7.3901815
"BURBANK, CA","SAN FRANCISCO, CA",266,0.326,1.169,105,5.786897,4.65396,33.48818,0.9981,7.063904
"BURBANK, CA","SAN JOSE, CA",267,0.296,1.319,83,5.6903596,4.4188404,32.38019,0.9996,7.184629
"BURBANK, CA","SEATTLE, WA",268,0.937,0.743,143,6.8426833,4.962845,46.822315,0.725,6.610696
"BURLINGTON, VT","NEW YORK, NY",269,0.262,0.483,91,5.5683446,4.5108595,31.006462,0.4571,6.1800165
"CHARLESTON, SC","CHICAGO, IL",270,0.761,0.108,177,6.6346335,5.17615,44.018364,0.4975,4.6821313
"CHARLESTON, SC","NEW YORK, NY",271,0.634,0.453,186,6.452049,5.2257466,41.628933,0.432,6.115892
"CHARLESTON, SC","WASHINGTON, DC",272,0.444,0.187,167,6.0958247,5.117994,37.15908,0.72730005,5.2311087
"CHARLOTTE, NC","CHICAGO, IL",273,0.599,0.644,248,6.395262,5.5134287,40.899372,0.622,6.4676986
"CHARLOTTE, NC","CLEVELAND, OH",274,0.43,0.187,249,6.063785,5.5174527,36.76949,0.6362,5.2311087
"CHARLOTTE, NC","DALLAS, TX",275,0.937,0.432,317,6.8426833,5.7589016,46.822315,0.5419,6.0684257
"CHARLOTTE, NC","DENVER, CO",276,1.339,0.218,288,7.1996784,5.6629605,51.83537,0.64959997,5.3844953
"CHARLOTTE, NC","DETROIT, MI",277,0.5,0.291,256,6.214608,5.5451775,38.621353,0.469,5.673323
"CHARLOTTE, NC","FT. LAUDERDALE, FL",278,0.632,0.287,175,6.4488893,5.164786,41.588173,0.8608,5.659482
"CHARLOTTE, NC","HARTFORD, CT",279,0.643,0.223,269,6.4661446,5.5947113,41.811024,0.9153,5.4071717
"CHARLOTTE, NC","HOUSTON, TX",280,0.914,0.264,315,6.8178306,5.7525725,46.482815,0.4412,5.575949
"CHARLOTTE, NC","INDIANAPOLIS, IN",281,0.428,0.164,213,6.059123,5.3612924,36.71297,0.8759,5.0998664
"CHARLOTTE, NC","JACKSONVILLE, FL",282,0.329,0.134,260,5.7960577,5.560682,33.594284,0.91300005,4.89784
"CHARLOTTE, NC","KANSAS CITY, MO",283,0.81,0.144,253,6.6970344,5.5333896,44.85027,0.75339997,4.9698133
"CHARLOTTE, NC","LOS ANGELES, CA",284,2.126,0.358,322,7.661998,5.7745514,58.70621,0.6323,5.880533
"CHARLOTTE, NC","MEMPHIS, TN",285,0.512,0.178,251,6.2383246,5.525453,38.916695,0.6396,5.1817837
"CHARLOTTE, NC","MIAMI, FL",286,0.65,0.255,186,6.4769726,5.2257466,41.951176,0.8668,5.5412636
"CHARLOTTE, NC","MINNEAPOLIS, MN",287,0.931,0.234,261,6.8362594,5.5645204,46.734444,0.5146,5.4553213
"CHARLOTTE, NC","NASHVILLE, TN",288,0.329,0.195,255,5.7960577,5.5412636,33.594284,0.9349,5.273
"CHARLOTTE, NC","NEW ORLEANS, LA",289,0.652,0.173,206,6.4800444,5.327876,41.990974,0.7531,5.1532917
"CHARLOTTE, NC","NEW YORK, NY",290,0.538,1.304,268,6.2878585,5.590987,39.537163,0.77989995,7.1731915
"CHARLOTTE, NC","ORLANDO, FL",291,0.468,0.399,188,6.1484685,5.236442,37.803665,0.90480006,5.988961
"CHARLOTTE, NC","PHILADELPHIA, PA",292,0.447,0.498,279,6.1025586,5.6312118,37.241222,0.95,6.2106
"CHARLOTTE, NC","PITTSBURGH, PA",293,0.366,0.216,240,5.902633,5.480639,34.84108,0.937,5.3752785
"CHARLOTTE, NC","RICHMOND, VA",294,0.256,0.147,289,5.5451775,5.6664267,30.748993,0.9881,4.9904327
"CHARLOTTE, NC","SAN FRANCISCO, CA",295,2.297,0.32,376,7.7393594,5.9295893,59.897682,0.6942,5.768321
"CHARLOTTE, NC","ST. LOUIS, MO",296,0.576,0.213,243,6.3561077,5.4930615,40.400105,0.4934,5.3612924
"CHARLOTTE, NC","TAMPA, FL",297,0.508,0.341,202,6.2304816,5.3082676,38.8189,0.88589996,5.8318825
"CHARLOTTE, NC","WASHINGTON, DC",298,0.328,0.453,252,5.7930136,5.529429,33.559006,0.96519995,6.115892
"CHICAGO, IL","CINCINNATI, OH",299,0.264,0.69,236,5.575949,5.463832,31.09121,0.5877,6.5366917
"CHICAGO, IL","CLEVELAND, OH",300,0.31,2.312,103,5.7365723,4.634729,32.90826,0.4268,7.745868
"CHICAGO, IL","CO SPRINGS, CO",301,0.912,0.177,210,6.81564,5.3471074,46.45295,0.8137,5.17615
"CHICAGO, IL","COLUMBIA, SC",302,0.667,0.084,199,6.50279,5.293305,42.286278,0.614,4.4308167
"CHICAGO, IL","COLUMBUS, OH",303,0.284,1.16,100,5.6489744,4.6051702,31.910912,0.59,7.056175
"CHICAGO, IL","DALLAS, TX",304,0.8,2.829,248,6.684612,5.5134287,44.684036,0.5128,7.9476786
"CHICAGO, IL","DAYTON, OH",305,0.24,0.268,176,5.480639,5.170484,30.037403,0.48900002,5.590987
"CHICAGO, IL","DENVER, CO",306,0.888,2.691,178,6.788972,5.1817837,46.09014,0.5158,7.8976684
"CHICAGO, IL","DES MOINES, IA",307,0.299,0.253,201,5.7004437,5.3033047,32.49506,0.5629,5.5333896
"CHICAGO, IL","DETROIT, MI",308,0.233,3.31,89,5.4510384,4.4886365,29.71382,0.436,8.104704
"CHICAGO, IL","EL PASO, TX",309,1.236,0.247,211,7.1196356,5.351858,50.68921,0.7451,5.5093884
"CHICAGO, IL","FT. LAUDERDALE, FL",310,1.174,2.175,156,7.068172,5.049856,49.959057,0.27809998,7.684784
"CHICAGO, IL","FT. MYERS, FL",311,1.12,1.15,156,7.021084,5.049856,49.29562,0.2814,7.0475173
"CHICAGO, IL","GREENSBORO, NC",312,0.59,0.258,234,6.3801227,5.4553213,40.705967,0.59360003,5.5529594
"CHICAGO, IL","HARRISBURG, PA",313,0.595,0.165,284,6.3885612,5.6489744,40.813713,0.5786,5.1059456
"CHICAGO, IL","HARTFORD, CT",314,0.783,1.106,166,6.6631327,5.1119876,44.397335,0.4138,7.0085053
"CHICAGO, IL","HOUSTON, TX",315,0.925,1.917,186,6.829794,5.2257466,46.646084,0.3667,7.558517
"CHICAGO, IL","INDIANAPOLIS, IN",316,0.162,0.808,104,5.0875964,4.644391,25.883636,0.4396,6.694562
"CHICAGO, IL","JACKSON, MS",317,0.666,0.234,129,6.50129,4.8598123,42.26677,0.6941,5.4553213
"CHICAGO, IL","JACKSONVILLE, FL",318,0.865,0.551,162,6.7627296,5.0875964,45.734512,0.36740002,6.3117347
"CHICAGO, IL","KANSAS CITY, MO",319,0.405,2.281,86,6.003887,4.454347,36.04666,0.5143,7.7323694
"CHICAGO, IL","KNOXVILLE, TN",320,0.475,0.196,179,6.163315,5.187386,37.98645,0.7903,5.278115
"CHICAGO, IL","LAS VEGAS, NV",321,1.515,3.146,151,7.3231707,5.0172796,53.62883,0.2683,8.053887
"CHICAGO, IL","LEXINGTON/FRANKFORT, KY",322,0.323,0.096,217,5.7776523,5.379897,33.381268,0.7932,4.564348
"CHICAGO, IL","LINCOLN, NE",323,0.467,0.062,173,6.1463294,5.1532917,37.777367,0.8885,4.1271343
"CHICAGO, IL","LITTLE ROCK, AR",324,0.544,0.339,142,6.2989492,4.955827,39.67676,0.4618,5.826
"CHICAGO, IL","LOS ANGELES, CA",325,1.745,3.965,222,7.46451,5.4026775,55.71891,0.4177,8.285261
"CHICAGO, IL","LOUISVILLE, KY",326,0.271,0.93,76,5.602119,4.3307333,31.383738,0.7492,6.8351846
"CHICAGO, IL","MANCHESTER, NH",327,0.843,0.586,156,6.736967,5.049856,45.386726,0.4711,6.3733196
"CHICAGO, IL","MEMPHIS, TN",328,0.491,0.42,209,6.196444,5.3423343,38.39592,0.38919997,6.0402546
"CHICAGO, IL","MIAMI, FL",329,1.197,1.069,221,7.0875735,5.398163,50.2337,0.4748,6.9744787
"CHICAGO, IL","MINNEAPOLIS, MN",330,0.345,3.447,148,5.8435445,4.9972124,34.14701,0.48610002,8.14526
"CHICAGO, IL","MYRTLE BEACH, SC",331,0.754,0.21,95,6.6253924,4.553877,43.895824,0.5142,5.3471074
"CHICAGO, IL","NASHVILLE, TN",332,0.395,1.148,100,5.9788857,4.6051702,35.747074,0.5784,7.0457764
"CHICAGO, IL","NEW ORLEANS, LA",333,0.837,0.909,159,6.729824,5.0689044,45.29053,0.3353,6.812345
"CHICAGO, IL","NEW YORK, NY",334,0.727,7.304,245,6.5889263,5.5012584,43.41395,0.3543,8.896177
"CHICAGO, IL","NORFOLK, VA",335,0.717,0.246,219,6.5750756,5.389072,43.23162,0.6118,5.5053315
"CHICAGO, IL","OAKLAND, CA",336,1.836,0.395,345,7.5153446,5.8435445,56.480404,0.70589995,5.9788857
"CHICAGO, IL","OKLAHOMA CITY, OK",337,0.693,0.299,169,6.54103,5.1298985,42.785072,0.4653,5.7004437
"CHICAGO, IL","OMAHA, NE",338,0.423,0.916,92,6.0473723,4.5217886,36.570713,0.6152,6.8200164
"CHICAGO, IL","ONTARIO, CA",339,1.701,0.34,216,7.4389715,5.3752785,55.3383,0.4978,5.8289456
"CHICAGO, IL","ORLANDO, FL",340,1.005,3.005,149,6.9127426,5.0039463,47.78601,0.28100002,8.008033
"CHICAGO, IL","PHILADELPHIA, PA",341,0.678,2.283,214,6.5191474,5.365976,42.499283,0.3554,7.733246
"CHICAGO, IL","PHOENIX, AZ",342,1.44,2.96,164,7.2723985,5.0998664,52.88778,0.2777,7.9929447
"CHICAGO, IL","PITTSBURGH, PA",343,0.412,0.935,185,6.0210233,5.220356,36.25272,0.4264,6.8405466
"CHICAGO, IL","PORTLAND, ME",344,0.901,0.105,278,6.8035054,5.627621,46.287685,0.7541,4.65396
"CHICAGO, IL","PORTLAND, OR",345,1.74,0.643,280,7.4616404,5.6347895,55.676075,0.5739,6.4661446
"CHICAGO, IL","PROVIDENCE, RI",346,0.849,0.874,154,6.744059,5.0369525,45.482334,0.34080002,6.7730803
"CHICAGO, IL","RALEIGH/DURHAM, NC",347,0.647,1.156,133,6.4723463,4.890349,41.891266,0.4278,7.052721
"CHICAGO, IL","RENO, NV",348,1.672,0.275,179,7.421776,5.187386,55.082756,0.6646,5.616771
"CHICAGO, IL","RICHMOND, VA",349,0.642,0.268,286,6.464588,5.655992,41.7909,0.7108,5.590987
"CHICAGO, IL","ROCHESTER, NY",350,0.528,0.307,178,6.2690964,5.1817837,39.30157,0.5484,5.7268476
"CHICAGO, IL","SACRAMENTO, CA",351,1.782,0.38,277,7.4854918,5.6240177,56.032585,0.6122,5.9401712
"CHICAGO, IL","SALT LAKE CITY, UT",352,1.25,0.581,231,7.130899,5.4424176,50.84972,0.3515,6.364751
"CHICAGO, IL","SAN ANTONIO, TX",353,1.041,0.588,225,6.947937,5.4161005,48.27383,0.4641,6.376727
"CHICAGO, IL","SAN DIEGO, CA",354,1.724,1.157,239,7.4524026,5.4764633,55.538303,0.45490003,7.0535855
"CHICAGO, IL","SAN FRANCISCO, CA",355,1.846,2.679,324,7.5207763,5.7807436,56.562077,0.5309,7.893199
"CHICAGO, IL","SAN JOSE, CA",356,1.83,0.772,351,7.512071,5.8607864,56.431213,0.4445,6.6489844
"CHICAGO, IL","SANTA ANA, CA",357,1.727,0.913,245,7.454141,5.5012584,55.56422,0.5222,6.8167357
"CHICAGO, IL","SARASOTA, FL",358,1.036,0.274,146,6.9431224,4.983607,48.206947,0.6382,5.613128
"CHICAGO, IL","SAVANNAH, GA",359,0.773,0.131,141,6.650279,4.94876,44.22621,0.5171,4.8751974
"CHICAGO, IL","SEATTLE, WA",360,1.721,1.275,269,7.4506607,5.5947113,55.512344,0.5244,7.1507015
"CHICAGO, IL","ST. LOUIS, MO",361,0.251,2.399,92,5.525453,4.5217886,30.530632,0.466,7.7828074
"CHICAGO, IL","SYRACUSE, NY",362,0.608,0.251,186,6.410175,5.2257466,41.09034,0.4234,5.525453
"CHICAGO, IL","TAMPA, FL",363,1.012,1.951,160,6.919684,5.075174,47.882027,0.2691,7.5760975
"CHICAGO, IL","TUCSON, AZ",364,1.437,0.381,196,7.270313,5.278115,52.85745,0.77940005,5.9427996
"CHICAGO, IL","TULSA, OK",365,0.585,0.289,153,6.371612,5.030438,40.59744,0.64879996,5.6664267
"CHICAGO, IL","WASHINGTON, DC",366,0.604,2.486,204,6.403574,5.31812,41.00576,0.6688,7.8184304
"CHICAGO, IL","WEST PALM BEACH, FL",367,1.145,0.367,225,7.04316,5.4161005,49.606102,0.3996,5.9053617
"CHICAGO, IL","WHITE PLAINS, NY",368,0.738,0.487,340,6.603944,5.8289456,43.612076,0.5571,6.188264
"CHICAGO, IL","WICHITA, KS",369,0.589,0.106,272,6.378426,5.605802,40.68432,0.82769996,4.6634393
"CINCINNATI, OH","DALLAS, TX",370,0.812,0.311,344,6.6995006,5.8406415,44.88331,0.6378,5.739793
"CINCINNATI, OH","DENVER, CO",371,1.069,0.345,225,6.9744787,5.4161005,48.643353,0.8207,5.8435445
"CINCINNATI, OH","FT. LAUDERDALE, FL",372,0.933,0.276,170,6.838405,5.1357985,46.763786,0.90949994,5.620401
"CINCINNATI, OH","FT. MYERS, FL",373,0.88,0.228,171,6.779922,5.1416636,45.967342,0.9252,5.4293456
"CINCINNATI, OH","HOUSTON, TX",374,0.881,0.206,284,6.781058,5.6489744,45.982746,0.5448,5.327876
"CINCINNATI, OH","LAS VEGAS, NV",375,1.679,0.245,206,7.425954,5.327876,55.14479,0.8124,5.5012584
"CINCINNATI, OH","LOS ANGELES, CA",376,1.901,0.351,316,7.550135,5.755742,57.00454,0.7377,5.8607864
"CINCINNATI, OH","MIAMI, FL",377,0.949,0.203,191,6.8554087,5.2522736,46.996628,0.8807,5.313206
"CINCINNATI, OH","MINNEAPOLIS, MN",378,0.596,0.354,261,6.3902407,5.5645204,40.835175,0.5092,5.869297
"CINCINNATI, OH","NEW YORK, NY",379,0.58,0.971,259,6.363028,5.556828,40.488125,0.7359,6.8783264
"CINCINNATI, OH","ORLANDO, FL",380,0.756,0.425,176,6.6280413,5.170484,43.93093,0.89959997,6.052089
"CINCINNATI, OH","PHILADELPHIA, PA",381,0.507,0.32,291,6.228511,5.673323,38.794346,0.5633,5.768321
"CINCINNATI, OH","PHOENIX, AZ",382,1.57,0.218,268,7.358831,5.590987,54.152393,0.84559995,5.3844953
"CINCINNATI, OH","SAN FRANCISCO, CA",383,2.037,0.315,312,7.6192336,5.7430034,58.05272,0.74050003,5.7525725
"CINCINNATI, OH","SEATTLE, WA",384,1.966,0.171,290,7.5837564,5.669881,57.513363,0.7473,5.1416636
"CINCINNATI, OH","TAMPA, FL",385,0.773,0.338,178,6.650279,5.1817837,44.22621,0.89339995,5.8230457
"CINCINNATI, OH","WASHINGTON, DC",386,0.409,0.421,224,6.0137153,5.411646,36.164772,0.8714,6.042633
"CLEVELAND, OH","DALLAS, TX",387,1.021,0.367,331,6.928538,5.8021183,48.004635,0.4902,5.9053617
"CLEVELAND, OH","DENVER, CO",388,1.202,0.327,273,7.091742,5.609472,50.292805,0.4363,5.7899604
"CLEVELAND, OH","DETROIT, MI",389,0.095,0.13,203,4.553877,5.313206,20.737795,0.6948,4.8675346
"CLEVELAND, OH","FT. LAUDERDALE, FL",390,1.062,0.429,169,6.9679093,5.1298985,48.55176,0.71580005,6.061457
"CLEVELAND, OH","FT. MYERS, FL",391,1.026,0.371,173,6.933423,5.1532917,48.072353,0.76449996,5.916202
"CLEVELAND, OH","HARTFORD, CT",392,0.475,0.246,181,6.163315,5.198497,37.98645,0.6073,5.5053315
"CLEVELAND, OH","HOUSTON, TX",393,1.092,0.506,240,6.995766,5.480639,48.940742,0.7381,6.2265368
"CLEVELAND, OH","INDIANAPOLIS, IN",394,0.261,0.176,220,5.5645204,5.3936276,30.963886,0.72519994,5.170484
"CLEVELAND, OH","KANSAS CITY, MO",395,0.695,0.239,151,6.543912,5.0172796,42.822784,0.59220004,5.4764633
"CLEVELAND, OH","LAS VEGAS, NV",396,1.826,0.743,165,7.509883,5.1059456,56.398342,0.6757,6.610696
"CLEVELAND, OH","LOS ANGELES, CA",397,2.054,0.61,242,7.6275444,5.488938,58.179432,0.6043,6.413459
"CLEVELAND, OH","MIAMI, FL",398,1.081,0.25,173,6.985642,5.1532917,48.799194,0.507,5.521461
"CLEVELAND, OH","MILWAUKEE, WI",399,0.328,0.209,222,5.7930136,5.4026775,33.559006,0.4896,5.3423343
"CLEVELAND, OH","MINNEAPOLIS, MN",400,0.622,0.301,295,6.43294,5.6869755,41.382717,0.5964,5.7071104
"CLEVELAND, OH","NASHVILLE, TN",401,0.448,0.504,79,6.104793,4.3694477,37.268497,0.66650003,6.222576
"CLEVELAND, OH","NEW YORK, NY",402,0.412,1.189,255,6.0210233,5.5412636,36.25272,0.80160004,7.080868
"CLEVELAND, OH","ORLANDO, FL",403,0.895,0.721,149,6.7968235,5.0039463,46.196808,0.71099997,6.5806394
"CLEVELAND, OH","PHILADELPHIA, PA",404,0.363,0.349,284,5.894403,5.6489744,34.743988,0.51919997,5.855072
"CLEVELAND, OH","PHOENIX, AZ",405,1.738,0.514,180,7.46049,5.192957,55.658913,0.5371,6.2422233
"CLEVELAND, OH","PROVIDENCE, RI",406,0.54,0.233,180,6.291569,5.192957,39.583843,0.4457,5.4510384
"CLEVELAND, OH","SALT LAKE CITY, UT",407,1.569,0.117,192,7.358194,5.2574954,54.143017,0.3781,4.762174
"CLEVELAND, OH","SAN DIEGO, CA",408,2.029,0.23,218,7.6152983,5.3844953,57.992767,0.28440002,5.4380794
"CLEVELAND, OH","SAN FRANCISCO, CA",409,2.162,0.422,272,7.678789,5.605802,58.963802,0.67370003,6.0450053
"CLEVELAND, OH","SEATTLE, WA",410,2.026,0.194,243,7.6138186,5.4930615,57.970234,0.2469,5.267858
"CLEVELAND, OH","ST. LOUIS, MO",411,0.487,0.53,91,6.188264,4.5108595,38.29461,0.4603,6.272877
"CLEVELAND, OH","TAMPA, FL",412,0.927,0.516,155,6.8319535,5.043425,46.67559,0.69089997,6.2461066
"CLEVELAND, OH","WASHINGTON, DC",413,0.308,0.282,191,5.7300997,5.2522736,32.83404,0.9557,5.641907
"CLEVELAND, OH","WEST PALM BEACH, FL",414,1.022,0.152,170,6.929517,5.1357985,48.018204,0.528,5.0238805
"CO SPRINGS, CO","DALLAS, TX",415,0.592,0.299,173,6.383507,5.1532917,40.749157,0.7637,5.7004437
"CO SPRINGS, CO","HOUSTON, TX",416,0.811,0.158,224,6.698268,5.411646,44.866795,0.5093,5.062595
"CO SPRINGS, CO","INDIANAPOLIS, IN",417,0.992,0.055,190,6.899723,5.247024,47.60618,0.42540002,4.0073333
"CO SPRINGS, CO","KANSAS CITY, MO",418,0.539,0.059,165,6.289716,5.1059456,39.560524,0.8503,4.0775375
"CO SPRINGS, CO","LAS VEGAS, NV",419,0.604,0.181,127,6.403574,4.8441873,41.00576,0.4095,5.198497
"CO SPRINGS, CO","LOS ANGELES, CA",420,0.834,0.251,204,6.7262335,5.31812,45.242218,0.6636,5.525453
"CO SPRINGS, CO","MIAMI, FL",421,1.685,0.046,220,7.4295206,5.3936276,55.197777,0.3705,3.8286414
"CO SPRINGS, CO","MINNEAPOLIS, MN",422,0.726,0.171,127,6.58755,4.8441873,43.395817,0.7947,5.1416636
"CO SPRINGS, CO","NASHVILLE, TN",423,1.008,0.071,184,6.9157233,5.214936,47.82723,0.4673,4.26268
"CO SPRINGS, CO","NEW YORK, NY",424,1.634,0.19,237,7.398786,5.46806,54.742035,0.343,5.247024
"CO SPRINGS, CO","OKLAHOMA CITY, OK",425,0.461,0.026,186,6.133398,5.2257466,37.618572,0.4916,3.2580965
"CO SPRINGS, CO","ONTARIO, CA",426,0.793,0.052,203,6.675823,5.313206,44.566616,0.4678,3.9512436
"CO SPRINGS, CO","ORLANDO, FL",427,1.524,0.127,229,7.329094,5.433722,53.71562,0.2722,4.8441873
"CO SPRINGS, CO","PHOENIX, AZ",428,0.551,0.199,187,6.3117347,5.2311087,39.837994,0.82129997,5.293305
"CO SPRINGS, CO","PORTLAND, OR",429,1.03,0.086,218,6.937314,5.3844953,48.126328,0.50380003,4.454347
"CO SPRINGS, CO","SALT LAKE CITY, UT",430,0.41,0.073,186,6.016157,5.2257466,36.194145,0.811,4.2904596
"CO SPRINGS, CO","SAN ANTONIO, TX",431,0.732,0.083,191,6.5957804,5.2522736,43.50432,0.5493,4.4188404
"CO SPRINGS, CO","SAN DIEGO, CA",432,0.818,0.111,186,6.7068624,5.2257466,44.982002,0.4562,4.7095304
"CO SPRINGS, CO","SAN FRANCISCO, CA",433,0.964,0.142,209,6.8710914,5.3423343,47.211895,0.4992,4.955827
"CO SPRINGS, CO","SAN JOSE, CA",434,0.944,0.12,262,6.8501263,5.5683446,46.92423,0.5154,4.787492
"CO SPRINGS, CO","SEATTLE, WA",435,1.069,0.102,224,6.9744787,5.411646,48.643353,0.4685,4.624973
"CO SPRINGS, CO","TULSA, OK",436,0.52,0.026,254,6.253829,5.5373344,39.11038,0.5514,3.2580965
"CO SPRINGS, CO","WASHINGTON, DC",437,1.471,0.219,282,7.293698,5.641907,53.19803,0.4013,5.389072
"COLUMBIA, SC","NEW YORK, NY",438,0.614,0.306,188,6.419995,5.236442,41.216335,0.48369998,5.723585
"COLUMBUS, OH","DALLAS, TX",439,0.927,0.372,297,6.8319535,5.6937323,46.67559,0.6923,5.918894
"COLUMBUS, OH","DENVER, CO",440,1.156,0.23,297,7.052721,5.6937323,49.740875,0.56740004,5.4380794
"COLUMBUS, OH","FT. LAUDERDALE, FL",441,0.973,0.346,129,6.880384,4.8598123,47.339684,0.3462,5.846439
"COLUMBUS, OH","FT. MYERS, FL",442,0.931,0.238,140,6.8362594,4.9416423,46.734444,0.5224,5.4722705
"COLUMBUS, OH","HOUSTON, TX",443,0.987,0.3,199,6.89467,5.293305,47.536476,0.6821,5.7037826
"COLUMBUS, OH","KANSAS CITY, MO",444,0.634,0.191,140,6.452049,4.9416423,41.628933,0.4437,5.2522736
"COLUMBUS, OH","LAS VEGAS, NV",445,1.772,0.751,132,7.479864,4.882802,55.948368,0.6009,6.6214056
"COLUMBUS, OH","LOS ANGELES, CA",446,1.998,0.477,183,7.599902,5.209486,57.758514,0.2628,6.1675167
"COLUMBUS, OH","MIAMI, FL",447,0.991,0.18,158,6.8987145,5.062595,47.592262,0.5796,5.192957
"COLUMBUS, OH","MINNEAPOLIS, MN",448,0.627,0.218,274,6.4409466,5.613128,41.485794,0.77879995,5.3844953
"COLUMBUS, OH","NEW YORK, NY",449,0.478,0.988,207,6.1696105,5.332719,38.064095,0.3534,6.895683
"COLUMBUS, OH","ORLANDO, FL",450,0.802,0.846,116,6.6871085,4.75359,44.71742,0.66410005,6.7405195
"COLUMBUS, OH","PHILADELPHIA, PA",451,0.405,0.282,247,6.003887,5.5093884,36.04666,0.9313,5.641907
"COLUMBUS, OH","PHOENIX, AZ",452,1.672,0.558,152,7.421776,5.0238805,55.082756,0.5925,6.324359
