female,black,hispanic,bytest,dadcoll,momcoll,ownhome,urban,cue80,stwmfg80,dist,tuition,yrsed,incomehi
1.0,1.0,0.0,38.57,0.0,1.0,0.0,0.0,4.2,9.68,0.5,1.09353,12.0,1.0
0.0,0.0,0.0,64.01,1.0,0.0,1.0,0.0,4.2,9.68,0.5,1.09353,15.0,1.0
1.0,0.0,1.0,40.48,0.0,0.0,0.0,0.0,4.2,9.68,0.5,1.09353,14.0,0.0
1.0,1.0,0.0,58.19,0.0,0.0,0.0,0.0,4.2,9.68,0.5,1.09353,14.0,0.0
1.0,0.0,0.0,52.98,1.0,1.0,1.0,0.0,4.2,9.68,0.5,1.09353,15.0,0.0
0.0,1.0,0.0,48.82,0.0,0.0,1.0,0.0,4.2,9.68,0.5,1.09353,13.0,1.0
1.0,1.0,0.0,52.56,0.0,0.0,1.0,0.0,4.2,9.68,0.5,1.09353,16.0,1.0
0.0,1.0,0.0,55.11,1.0,0.0,1.0,0.0,4.2,9.68,0.5,1.09353,15.0,1.0
1.0,1.0,0.0,42.57,0.0,0.0,1.0,0.0,4.2,9.68,0.5,1.09353,12.0,0.0
1.0,0.0,0.0,51.49,0.0,0.0,1.0,0.0,5.3,7.54,0.5,0.81871,12.0,0.0
0.0,0.0,0.0,54.38,1.0,0.0,1.0,0.0,5.3,7.54,0.5,0.81871,12.0,0.0
0.0,0.0,0.0,43.7,0.0,0.0,1.0,0.0,5.3,7.54,0.5,0.81871,13.0,0.0
0.0,0.0,0.0,63.95,0.0,0.0,0.0,0.0,5.3,9.68,1.2,1.09353,16.0,0.0
1.0,0.0,0.0,53.34,1.0,0.0,1.0,0.0,5.3,9.68,1.2,1.09353,15.0,1.0
0.0,0.0,0.0,51.36,0.0,0.0,1.0,0.0,5.3,9.68,1.2,1.09353,14.0,0.0
1.0,0.0,0.0,53.67,0.0,0.0,0.0,0.0,5.3,9.68,1.2,1.09353,12.0,0.0
0.0,0.0,0.0,36.26,0.0,1.0,1.0,0.0,5.3,9.68,1.2,1.09353,12.0,0.0
1.0,0.0,0.0,46.94,0.0,0.0,1.0,0.0,5.3,9.68,1.2,1.09353,15.0,0.0
0.0,0.0,0.0,48.61,0.0,0.0,0.0,0.0,5.3,9.68,1.2,1.09353,12.0,0.0
0.0,1.0,0.0,56.39,0.0,0.0,1.0,0.0,5.3,9.68,1.2,1.09353,14.0,0.0
1.0,0.0,0.0,49.81,0.0,0.0,1.0,0.0,5.3,9.68,1.2,1.09353,12.0,0.0
0.0,0.0,0.0,62.39,1.0,1.0,1.0,0.0,3.0,9.68,1.5,1.09353,16.0,1.0
0.0,0.0,0.0,60.4,0.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,13.0,0.0
0.0,0.0,0.0,61.72,1.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,13.0,1.0
1.0,0.0,0.0,53.72,1.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,15.0,1.0
0.0,0.0,1.0,49.38,0.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,12.0,1.0
1.0,1.0,0.0,57.1,1.0,1.0,1.0,0.0,3.0,9.68,1.5,1.09353,16.0,1.0
1.0,0.0,0.0,50.06,1.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,14.0,1.0
1.0,0.0,0.0,59.76,1.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,16.0,0.0
0.0,0.0,0.0,53.16,1.0,1.0,1.0,0.0,3.0,9.68,1.5,1.09353,13.0,0.0
1.0,0.0,0.0,38.9,0.0,0.0,1.0,0.0,3.0,9.68,1.5,1.09353,15.0,0.0
1.0,0.0,0.0,52.32,0.0,1.0,1.0,0.0,3.0,9.68,1.5,1.09353,16.0,1.0
0.0,0.0,0.0,52.61,1.0,1.0,1.0,0.0,5.6,7.54,5.0,0.81871,14.0,1.0
1.0,0.0,0.0,63.76,0.0,0.0,1.0,0.0,4.6,7.35,0.7,0.75172997,12.0,1.0
1.0,0.0,0.0,64.82,0.0,0.0,1.0,0.0,4.6,7.35,0.7,0.75172997,17.0,0.0
0.0,0.0,0.0,48.75,0.0,0.0,1.0,0.0,4.6,7.35,0.7,0.75172997,12.0,1.0
1.0,0.0,0.0,57.02,0.0,0.0,1.0,0.0,4.6,7.35,0.7,0.75172997,16.0,1.0
1.0,0.0,0.0,53.02,0.0,0.0,1.0,0.0,2.5,7.18,2.0,1.16513,12.0,0.0
1.0,0.0,0.0,55.94,1.0,1.0,1.0,0.0,2.5,7.18,2.0,1.16513,13.0,1.0
1.0,0.0,0.0,58.59,1.0,1.0,1.0,0.0,2.5,7.18,2.0,1.16513,16.0,1.0
0.0,0.0,0.0,66.37,1.0,1.0,1.0,0.0,2.5,7.18,2.0,1.16513,14.0,1.0
1.0,0.0,0.0,52.81,0.0,0.0,1.0,0.0,2.5,7.18,2.0,1.16513,14.0,0.0
1.0,0.0,0.0,46.85,0.0,0.0,1.0,0.0,4.0,7.54,2.0,0.81871,13.0,0.0
1.0,0.0,0.0,59.81,1.0,0.0,0.0,0.0,4.0,7.54,2.0,0.81871,16.0,1.0
0.0,0.0,0.0,45.25,1.0,0.0,1.0,0.0,4.0,7.54,2.0,0.81871,17.0,0.0
1.0,0.0,1.0,32.1,0.0,0.0,0.0,0.0,4.0,7.54,2.0,0.81871,12.0,0.0
0.0,0.0,0.0,52.53,0.0,0.0,1.0,0.0,4.0,7.54,2.0,0.81871,12.0,0.0
1.0,0.0,1.0,56.82,0.0,0.0,1.0,0.0,4.0,7.54,2.0,0.81871,15.0,0.0
0.0,1.0,0.0,58.22,0.0,0.0,1.0,0.0,4.0,7.54,2.0,0.81871,13.0,0.0
0.0,0.0,0.0,55.78,0.0,0.0,0.0,0.0,5.1,7.35,0.3,0.75172997,12.0,0.0
1.0,0.0,0.0,47.35,0.0,1.0,1.0,0.0,4.0,7.54,0.1,0.81871,17.0,1.0
1.0,0.0,0.0,59.99,0.0,0.0,1.0,0.0,4.0,7.54,0.1,0.81871,16.0,0.0
1.0,1.0,0.0,55.85,0.0,0.0,1.0,0.0,4.0,7.54,0.1,0.81871,17.0,0.0
0.0,0.0,0.0,62.43,0.0,0.0,1.0,0.0,4.0,7.54,0.1,0.81871,12.0,0.0
1.0,0.0,1.0,58.73,0.0,0.0,1.0,0.0,2.5,7.18,1.5,1.16513,15.0,1.0
0.0,0.0,0.0,62.72,1.0,1.0,1.0,0.0,2.5,7.18,1.5,1.16513,12.0,1.0
1.0,0.0,0.0,55.81,0.0,0.0,1.0,0.0,2.5,7.18,1.5,1.16513,12.0,0.0
1.0,0.0,1.0,54.07,1.0,1.0,0.0,0.0,2.5,7.18,1.5,1.16513,16.0,1.0
1.0,1.0,0.0,40.25,0.0,0.0,0.0,0.0,4.2,9.68,1.0,1.09353,12.0,0.0
1.0,0.0,0.0,59.02,0.0,0.0,0.0,0.0,4.2,9.68,1.0,1.09353,15.0,1.0
0.0,0.0,0.0,41.74,0.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,12.0,0.0
0.0,0.0,0.0,45.86,1.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,13.0,1.0
0.0,0.0,0.0,67.75,1.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,16.0,1.0
1.0,0.0,0.0,49.73,0.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,12.0,1.0
0.0,0.0,0.0,44.46,1.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,12.0,0.0
1.0,0.0,0.0,45.2,0.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,12.0,0.0
1.0,0.0,0.0,41.52,0.0,0.0,1.0,0.0,4.2,9.68,1.0,1.09353,12.0,0.0
1.0,0.0,0.0,64.75,0.0,0.0,1.0,0.0,6.3,9.68,1.9,1.09353,16.0,0.0
1.0,1.0,0.0,41.96,0.0,0.0,0.0,0.0,6.3,9.68,1.9,1.09353,12.0,0.0
1.0,0.0,0.0,44.24,0.0,0.0,0.0,0.0,6.3,9.68,1.9,1.09353,13.0,0.0
0.0,0.0,0.0,54.03,0.0,0.0,1.0,0.0,6.3,9.68,1.9,1.09353,12.0,0.0
1.0,0.0,0.0,44.78,0.0,0.0,1.0,0.0,8.3,7.54,3.8,0.81871,12.0,0.0
1.0,1.0,0.0,43.23,0.0,0.0,1.0,0.0,8.3,7.54,3.8,0.81871,12.0,0.0
0.0,0.0,0.0,51.57,0.0,0.0,1.0,0.0,8.3,7.54,3.8,0.81871,12.0,0.0
0.0,1.0,0.0,40.82,0.0,0.0,1.0,0.0,8.3,7.54,3.8,0.81871,13.0,0.0
0.0,1.0,0.0,33.95,0.0,0.0,1.0,0.0,6.8,7.33,2.5,0.65589,12.0,0.0
0.0,1.0,0.0,37.25,0.0,0.0,0.0,0.0,6.8,7.33,2.5,0.65589,12.0,0.0
0.0,0.0,0.0,43.68,0.0,0.0,1.0,0.0,6.8,7.33,2.5,0.65589,12.0,0.0
0.0,0.0,0.0,57.37,1.0,0.0,1.0,0.0,6.8,7.33,2.5,0.65589,13.0,0.0
0.0,0.0,0.0,50.15,0.0,0.0,0.0,0.0,6.8,7.33,2.5,0.65589,12.0,0.0
1.0,0.0,0.0,51.66,0.0,0.0,1.0,0.0,14.2,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,50.17,0.0,0.0,1.0,0.0,14.2,10.15,3.0,0.43418,13.0,0.0
1.0,0.0,0.0,49.52,0.0,0.0,0.0,0.0,14.2,10.15,3.0,0.43418,14.0,0.0
1.0,0.0,0.0,68.96,0.0,0.0,0.0,0.0,14.2,10.15,3.0,0.43418,15.0,0.0
1.0,0.0,0.0,61.38,0.0,0.0,1.0,0.0,14.2,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,56.34,0.0,0.0,1.0,0.0,14.2,10.15,3.0,0.43418,15.0,0.0
1.0,0.0,0.0,38.75,0.0,0.0,1.0,0.0,14.2,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,61.32,0.0,0.0,0.0,0.0,14.2,10.15,3.0,0.43418,16.0,0.0
1.0,0.0,0.0,50.67,0.0,0.0,0.0,0.0,4.5,7.33,2.5,0.65589,12.0,1.0
1.0,0.0,0.0,44.14,0.0,1.0,0.0,0.0,4.5,7.33,2.5,0.65589,12.0,0.0
1.0,0.0,0.0,46.09,0.0,0.0,1.0,0.0,4.5,7.33,2.5,0.65589,12.0,0.0
0.0,0.0,0.0,59.56,0.0,0.0,1.0,0.0,4.5,7.33,2.5,0.65589,13.0,0.0
1.0,0.0,0.0,45.52,0.0,1.0,1.0,0.0,4.5,7.33,2.5,0.65589,13.0,0.0
0.0,1.0,0.0,54.03,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,16.0,0.0
1.0,0.0,0.0,50.31,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,13.0,0.0
0.0,1.0,0.0,35.77,0.0,0.0,0.0,0.0,7.2,7.33,5.0,0.65589,13.0,0.0
0.0,0.0,0.0,55.12,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
0.0,0.0,0.0,44.57,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
0.0,0.0,0.0,58.05,0.0,0.0,0.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
0.0,1.0,0.0,38.81,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
0.0,1.0,0.0,34.24,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
0.0,1.0,0.0,38.56,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
1.0,0.0,0.0,42.58,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
0.0,0.0,1.0,40.18,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,12.0,1.0
1.0,0.0,0.0,64.93,0.0,0.0,1.0,0.0,7.2,7.33,5.0,0.65589,16.0,1.0
0.0,0.0,0.0,47.32,0.0,0.0,0.0,0.0,7.2,7.33,5.0,0.65589,12.0,0.0
1.0,0.0,0.0,55.2,0.0,0.0,1.0,0.0,6.7,7.18,0.5,1.16513,12.0,1.0
1.0,0.0,0.0,40.9,0.0,0.0,0.0,0.0,6.7,7.18,0.5,1.16513,12.0,0.0
0.0,0.0,0.0,65.51,0.0,0.0,1.0,0.0,6.7,7.18,0.5,1.16513,15.0,0.0
1.0,0.0,0.0,59.86,0.0,0.0,1.0,0.0,6.7,7.18,0.5,1.16513,12.0,0.0
0.0,0.0,0.0,38.16,0.0,0.0,1.0,0.0,6.7,7.18,0.5,1.16513,15.0,1.0
1.0,0.0,0.0,41.81,0.0,0.0,1.0,0.0,12.6,10.15,6.5,0.43418,14.0,1.0
1.0,0.0,0.0,44.71,0.0,0.0,1.0,0.0,12.6,10.15,6.5,0.43418,16.0,1.0
1.0,0.0,0.0,45.38,0.0,0.0,1.0,0.0,12.6,10.15,6.5,0.43418,15.0,0.0
1.0,0.0,0.0,32.14,0.0,0.0,1.0,0.0,12.6,10.15,6.5,0.43418,12.0,0.0
0.0,0.0,1.0,37.89,0.0,0.0,1.0,0.0,12.6,10.15,6.5,0.43418,12.0,0.0
1.0,0.0,0.0,59.4,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,15.0,0.0
1.0,0.0,0.0,55.38,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,13.0,0.0
1.0,0.0,0.0,41.89,0.0,0.0,0.0,0.0,7.2,7.18,3.6,1.16513,12.0,0.0
0.0,0.0,0.0,36.1,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,12.0,0.0
0.0,0.0,0.0,67.19,1.0,1.0,1.0,0.0,7.2,7.18,3.6,1.16513,16.0,1.0
1.0,1.0,0.0,40.35,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,14.0,0.0
1.0,0.0,0.0,53.77,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,13.0,0.0
1.0,0.0,0.0,62.97,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,12.0,0.0
0.0,0.0,0.0,57.26,0.0,1.0,1.0,0.0,7.2,7.18,3.6,1.16513,16.0,0.0
1.0,0.0,0.0,47.57,0.0,0.0,1.0,0.0,7.2,7.18,3.6,1.16513,12.0,0.0
1.0,0.0,0.0,48.12,0.0,0.0,1.0,0.0,15.7,10.15,4.0,0.43418,13.0,0.0
0.0,0.0,0.0,57.4,0.0,0.0,1.0,0.0,15.7,10.15,4.0,0.43418,18.0,0.0
0.0,0.0,0.0,55.67,0.0,0.0,1.0,0.0,15.7,10.15,4.0,0.43418,15.0,0.0
1.0,0.0,0.0,53.76,0.0,0.0,1.0,0.0,15.7,10.15,4.0,0.43418,14.0,0.0
1.0,0.0,0.0,46.57,0.0,0.0,1.0,0.0,15.7,10.15,4.0,0.43418,12.0,0.0
0.0,0.0,0.0,58.43,0.0,0.0,1.0,0.0,15.7,10.15,4.0,0.43418,16.0,0.0
1.0,0.0,1.0,45.04,0.0,0.0,0.0,0.0,15.7,10.15,4.0,0.43418,12.0,0.0
1.0,0.0,0.0,54.75,0.0,0.0,0.0,0.0,15.7,10.15,4.0,0.43418,16.0,1.0
0.0,0.0,1.0,47.9,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,12.0,0.0
0.0,0.0,0.0,45.56,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,51.9,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,36.25,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,47.52,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,13.0,0.0
1.0,0.0,0.0,43.81,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,14.0,0.0
0.0,0.0,0.0,40.13,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,36.55,0.0,0.0,1.0,0.0,12.6,10.15,3.0,0.43418,12.0,0.0
1.0,0.0,0.0,51.82,0.0,0.0,0.0,0.0,6.5,7.35,0.3,0.75172997,12.0,0.0
1.0,1.0,0.0,55.75,0.0,0.0,0.0,0.0,6.5,7.35,0.3,0.75172997,12.0,0.0
0.0,1.0,0.0,45.5,0.0,0.0,0.0,0.0,6.5,7.35,0.3,0.75172997,12.0,0.0
0.0,1.0,0.0,43.67,0.0,0.0,0.0,0.0,6.5,7.35,0.3,0.75172997,13.0,0.0
0.0,0.0,0.0,61.31,0.0,0.0,0.0,0.0,9.2,10.15,0.2,0.43418,12.0,0.0
1.0,1.0,0.0,38.53,1.0,0.0,1.0,0.0,9.2,10.15,0.2,0.43418,15.0,1.0
1.0,1.0,0.0,55.48,0.0,1.0,1.0,0.0,9.2,10.15,0.2,0.43418,12.0,0.0
1.0,0.0,0.0,44.08,0.0,0.0,1.0,0.0,9.2,10.15,0.2,0.43418,14.0,0.0
0.0,1.0,0.0,46.99,1.0,0.0,1.0,0.0,9.2,10.15,0.2,0.43418,13.0,0.0
1.0,0.0,0.0,55.37,1.0,1.0,1.0,0.0,9.2,10.15,0.2,0.43418,16.0,1.0
1.0,0.0,0.0,58.43,1.0,1.0,1.0,0.0,9.2,10.15,0.2,0.43418,16.0,0.0
1.0,1.0,0.0,49.69,0.0,0.0,1.0,0.0,9.2,10.15,0.2,0.43418,12.0,0.0
1.0,1.0,0.0,47.9,0.0,0.0,0.0,0.0,9.2,10.15,0.2,0.43418,14.0,0.0
0.0,1.0,0.0,35.68,0.0,0.0,1.0,0.0,9.2,10.15,0.2,0.43418,12.0,0.0
0.0,0.0,0.0,63.76,1.0,0.0,1.0,0.0,10.8,9.68,1.0,1.09353,15.0,0.0
1.0,0.0,0.0,49.75,0.0,0.0,0.0,0.0,10.8,9.68,1.0,1.09353,13.0,0.0
1.0,0.0,0.0,66.19,0.0,0.0,1.0,0.0,10.8,9.68,1.0,1.09353,12.0,0.0
1.0,0.0,0.0,45.59,0.0,0.0,1.0,0.0,10.8,9.68,1.0,1.09353,12.0,0.0
0.0,0.0,0.0,41.77,0.0,0.0,1.0,0.0,10.8,9.68,1.0,1.09353,12.0,1.0
1.0,1.0,0.0,46.17,1.0,0.0,1.0,0.0,7.3,9.68,1.0,1.09353,12.0,0.0
0.0,1.0,0.0,38.98,0.0,0.0,1.0,0.0,7.3,9.68,1.0,1.09353,12.0,0.0
1.0,1.0,0.0,40.63,0.0,0.0,1.0,0.0,7.3,9.68,1.0,1.09353,12.0,0.0
0.0,1.0,0.0,54.69,0.0,0.0,1.0,0.0,7.3,9.68,1.0,1.09353,12.0,0.0
0.0,0.0,0.0,56.14,0.0,0.0,0.0,0.0,7.3,9.68,1.0,1.09353,16.0,0.0
1.0,0.0,0.0,50.08,0.0,0.0,1.0,0.0,7.3,9.68,1.0,1.09353,12.0,0.0
1.0,1.0,0.0,51.31,0.0,0.0,0.0,0.0,6.3,7.33,2.0,0.65589,12.0,0.0
1.0,1.0,0.0,39.33,0.0,0.0,1.0,0.0,6.3,7.33,2.0,0.65589,12.0,0.0
0.0,0.0,0.0,56.5,0.0,0.0,1.0,0.0,6.3,7.33,2.0,0.65589,16.0,0.0
1.0,1.0,0.0,41.17,0.0,0.0,0.0,0.0,6.3,7.33,2.0,0.65589,14.0,0.0
0.0,1.0,0.0,47.37,0.0,0.0,1.0,0.0,6.3,7.33,2.0,0.65589,12.0,0.0
1.0,0.0,0.0,58.48,0.0,0.0,1.0,0.0,6.3,7.33,2.0,0.65589,15.0,0.0
1.0,1.0,0.0,52.64,0.0,0.0,1.0,0.0,6.3,7.33,2.0,0.65589,16.0,0.0
1.0,1.0,0.0,33.88,0.0,0.0,0.0,0.0,6.3,7.33,2.0,0.65589,13.0,0.0
0.0,1.0,0.0,51.63,0.0,0.0,1.0,0.0,8.7,7.54,7.0,0.81871,12.0,0.0
0.0,0.0,0.0,39.78,0.0,0.0,1.0,0.0,8.7,7.54,7.0,0.81871,13.0,1.0
0.0,0.0,0.0,43.28,1.0,1.0,1.0,0.0,8.7,7.54,7.0,0.81871,16.0,0.0
1.0,1.0,0.0,36.85,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,12.0,0.0
1.0,1.0,0.0,48.12,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,17.0,0.0
1.0,0.0,0.0,45.46,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,16.0,0.0
1.0,1.0,0.0,38.65,0.0,0.0,0.0,0.0,7.2,7.33,3.0,0.65589,13.0,0.0
0.0,0.0,1.0,49.75,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,15.0,1.0
0.0,0.0,0.0,56.39,0.0,1.0,1.0,0.0,7.2,7.33,3.0,0.65589,16.0,0.0
0.0,1.0,0.0,41.47,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,12.0,0.0
0.0,0.0,0.0,56.56,1.0,1.0,1.0,0.0,7.2,7.33,3.0,0.65589,16.0,1.0
0.0,1.0,0.0,45.16,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,15.0,0.0
0.0,1.0,0.0,35.11,0.0,0.0,0.0,0.0,7.2,7.33,3.0,0.65589,12.0,0.0
1.0,1.0,0.0,40.26,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,12.0,0.0
1.0,1.0,0.0,36.67,0.0,0.0,0.0,0.0,7.2,7.33,3.0,0.65589,12.0,0.0
0.0,0.0,0.0,52.67,0.0,0.0,1.0,0.0,7.2,7.33,3.0,0.65589,13.0,0.0
0.0,1.0,0.0,58.05,0.0,0.0,1.0,0.0,6.9,7.18,0.1,1.16513,13.0,1.0
0.0,0.0,0.0,56.9,0.0,0.0,1.0,0.0,6.9,7.18,0.1,1.16513,13.0,0.0
1.0,1.0,0.0,44.43,0.0,0.0,1.0,0.0,6.9,7.18,0.1,1.16513,14.0,0.0
0.0,1.0,0.0,39.68,0.0,0.0,1.0,0.0,6.9,7.18,0.1,1.16513,12.0,1.0
1.0,0.0,0.0,58.63,1.0,0.0,1.0,0.0,6.9,7.18,0.1,1.16513,16.0,1.0
1.0,0.0,0.0,40.46,0.0,0.0,1.0,0.0,6.9,7.18,0.1,1.16513,12.0,0.0
1.0,0.0,0.0,53.03,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,14.0,1.0
1.0,0.0,0.0,55.66,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,12.0,0.0
1.0,0.0,0.0,51.51,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,12.0,0.0
0.0,0.0,0.0,56.46,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,14.0,0.0
0.0,0.0,0.0,37.96,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,12.0,1.0
0.0,1.0,0.0,57.29,0.0,1.0,1.0,0.0,8.0,7.54,0.7,0.81871,16.0,1.0
1.0,0.0,0.0,44.96,1.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,14.0,0.0
1.0,0.0,1.0,49.57,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,12.0,0.0
0.0,0.0,0.0,64.22,0.0,0.0,1.0,0.0,8.0,7.54,0.7,0.81871,16.0,0.0
0.0,0.0,0.0,50.91,0.0,0.0,1.0,0.0,9.9,10.15,1.9,0.43418,14.0,0.0
1.0,0.0,0.0,47.47,0.0,0.0,1.0,0.0,9.9,10.15,1.9,0.43418,16.0,0.0
0.0,0.0,0.0,67.06,0.0,0.0,1.0,0.0,9.9,10.15,1.9,0.43418,15.0,0.0
1.0,0.0,0.0,43.12,0.0,0.0,1.0,0.0,9.9,10.15,1.9,0.43418,12.0,0.0
1.0,0.0,0.0,55.36,1.0,0.0,1.0,0.0,9.9,10.15,1.9,0.43418,14.0,1.0
1.0,1.0,0.0,48.15,0.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,17.0,0.0
1.0,1.0,0.0,39.89,0.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,13.0,0.0
1.0,1.0,0.0,39.25,0.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
0.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
0.0,1.0,0.0,40.21,0.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
1.0,1.0,0.0,44.19,0.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,16.0,0.0
1.0,1.0,0.0,47.81,1.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,14.0,0.0
1.0,1.0,0.0,54.41,0.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,16.0,1.0
0.0,1.0,0.0,43.39,0.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,12.0,1.0
1.0,1.0,0.0,38.89,0.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,13.0,0.0
1.0,1.0,0.0,43.26,1.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
1.0,1.0,0.0,36.15,0.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
0.0,1.0,0.0,42.2,0.0,0.0,1.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
0.0,1.0,0.0,48.12,0.0,0.0,0.0,0.0,5.1,7.35,0.8,0.75172997,12.0,0.0
0.0,1.0,0.0,38.17,0.0,0.0,1.0,0.0,5.3,7.54,1.8,0.81871,13.0,0.0
1.0,1.0,0.0,41.44,1.0,1.0,1.0,0.0,5.3,7.54,1.8,0.81871,14.0,1.0
1.0,1.0,0.0,41.6,0.0,0.0,1.0,0.0,5.3,7.54,1.8,0.81871,13.0,0.0
0.0,1.0,0.0,30.78,0.0,0.0,0.0,0.0,5.3,7.54,1.8,0.81871,12.0,0.0
0.0,1.0,0.0,48.52,0.0,0.0,0.0,0.0,5.3,7.54,1.8,0.81871,15.0,0.0
0.0,1.0,0.0,31.12,0.0,0.0,0.0,0.0,5.3,7.54,1.8,0.81871,12.0,1.0
0.0,1.0,0.0,35.15,0.0,0.0,0.0,0.0,5.3,7.54,1.8,0.81871,12.0,0.0
1.0,1.0,0.0,40.31,0.0,0.0,1.0,0.0,5.3,7.54,1.8,0.81871,16.0,0.0
0.0,1.0,0.0,53.87,0.0,0.0,1.0,0.0,4.0,9.68,5.0,1.09353,16.0,1.0
1.0,0.0,0.0,51.03,0.0,1.0,0.0,0.0,4.0,9.68,5.0,1.09353,12.0,1.0
0.0,1.0,0.0,46.72,0.0,0.0,1.0,0.0,4.0,9.68,5.0,1.09353,12.0,1.0
1.0,0.0,0.0,59.67,1.0,0.0,1.0,0.0,4.0,9.68,5.0,1.09353,16.0,1.0
1.0,0.0,0.0,56.16,0.0,0.0,1.0,0.0,4.0,9.68,5.0,1.09353,15.0,0.0
1.0,1.0,0.0,49.93,0.0,0.0,1.0,0.0,4.0,9.68,5.0,1.09353,12.0,1.0
0.0,0.0,0.0,53.5,0.0,1.0,1.0,0.0,4.0,9.68,5.0,1.09353,13.0,0.0
0.0,0.0,0.0,58.6,0.0,0.0,1.0,0.0,4.0,9.68,5.0,1.09353,15.0,1.0
1.0,0.0,0.0,51.71,1.0,0.0,1.0,0.0,13.4,9.68,1.5,1.09353,14.0,0.0
1.0,1.0,0.0,35.35,0.0,0.0,1.0,0.0,13.4,9.68,1.5,1.09353,12.0,0.0
1.0,0.0,0.0,44.64,1.0,0.0,1.0,0.0,13.4,9.68,1.5,1.09353,14.0,0.0
